soil_moisture,soil_temperature,air_temperature,air_humidity,wind_speed,wind_direction,irrigation_class,irrigation_label
48.3,28.4,29.7,34.7,5.2,225.9,1,LOW IRRIGATION
84.5,24.5,26.7,84.3,2.2,336.9,0,NO IRRIGATION
56.9,26.1,27.1,56.5,9.6,29.0,0,NO IRRIGATION
36.0,19.4,20.4,78.6,1.6,240.5,1,LOW IRRIGATION
49.9,23.6,25.8,47.2,6.0,245.9,1,LOW IRRIGATION
35.1,27.0,28.0,61.6,6.5,174.0,1,LOW IRRIGATION
54.4,25.3,27.7,47.5,1.0,36.1,0,NO IRRIGATION
83.5,22.6,25.6,82.4,7.2,42.6,0,NO IRRIGATION
58.6,19.3,21.8,83.5,4.5,95.5,0,NO IRRIGATION
60.7,24.4,27.8,81.9,5.7,214.0,0,NO IRRIGATION
70.3,20.1,20.4,71.5,0.5,289.6,0,NO IRRIGATION
71.2,20.8,21.9,84.8,21.8,24.4,0,NO IRRIGATION
46.6,12.0,12.1,81.9,1.5,147.5,0,NO IRRIGATION
47.7,26.3,26.8,53.6,4.3,116.3,1,LOW IRRIGATION
83.8,18.8,21.6,79.2,4.7,142.0,0,NO IRRIGATION
83.4,15.2,16.0,79.3,19.4,227.6,0,NO IRRIGATION
65.1,16.5,19.7,89.9,9.4,347.9,0,NO IRRIGATION
72.1,22.8,24.4,77.9,4.1,191.5,0,NO IRRIGATION
34.8,40.8,42.2,24.9,11.0,111.2,2,MEDIUM IRRIGATION
18.5,39.9,42.0,20.8,8.6,2.0,3,HIGH IRRIGATION
16.1,35.4,38.6,40.8,4.6,205.7,3,HIGH IRRIGATION
28.4,25.9,27.0,32.9,5.2,177.6,2,MEDIUM IRRIGATION
43.7,20.0,21.0,45.1,14.7,168.9,1,LOW IRRIGATION
40.4,23.7,23.2,42.6,2.7,242.1,1,LOW IRRIGATION
17.1,38.1,41.2,19.8,11.0,164.2,3,HIGH IRRIGATION
34.5,28.8,30.0,56.7,19.6,99.5,2,MEDIUM IRRIGATION
51.3,35.3,36.8,29.1,2.0,270.2,1,LOW IRRIGATION
35.1,43.6,44.1,27.2,8.4,319.8,2,MEDIUM IRRIGATION
44.6,21.4,23.9,57.3,6.2,221.0,1,LOW IRRIGATION
78.8,19.8,21.9,88.4,11.3,8.0,0,NO IRRIGATION
45.6,29.3,31.9,23.1,19.2,329.8,1,LOW IRRIGATION
26.9,28.3,28.1,36.0,10.0,359.2,2,MEDIUM IRRIGATION
70.6,19.1,21.9,92.2,3.5,258.7,0,NO IRRIGATION
10.9,34.3,35.9,21.2,10.1,151.8,3,HIGH IRRIGATION
59.7,21.6,21.8,53.4,1.5,117.2,0,NO IRRIGATION
76.5,18.2,19.3,80.0,10.1,132.2,0,NO IRRIGATION
35.3,24.0,26.0,60.5,7.4,204.3,1,LOW IRRIGATION
55.8,18.0,19.0,61.7,7.7,165.5,0,NO IRRIGATION
78.1,21.8,24.9,77.0,5.2,86.3,0,NO IRRIGATION
41.2,25.2,28.5,58.0,12.0,72.0,1,LOW IRRIGATION
51.8,17.8,18.1,90.7,1.4,268.6,0,NO IRRIGATION
36.8,24.7,24.7,57.6,6.9,67.3,1,LOW IRRIGATION
50.0,33.1,35.0,16.7,4.7,204.9,1,LOW IRRIGATION
15.3,27.4,28.6,20.8,7.1,302.3,3,HIGH IRRIGATION
43.5,18.2,19.4,86.3,4.4,264.2,1,LOW IRRIGATION
71.8,17.3,17.5,64.2,1.8,172.3,0,NO IRRIGATION
30.2,28.7,32.7,44.6,9.7,292.5,2,MEDIUM IRRIGATION
48.0,28.9,27.3,46.0,5.3,241.0,1,LOW IRRIGATION
28.8,36.9,34.5,20.9,15.6,284.8,3,HIGH IRRIGATION
32.9,18.0,19.1,40.6,3.1,255.7,1,LOW IRRIGATION
60.1,26.3,30.7,51.2,3.1,77.4,0,NO IRRIGATION
87.4,19.5,22.0,86.4,3.8,350.3,0,NO IRRIGATION
16.9,29.1,30.1,33.8,3.8,164.3,3,HIGH IRRIGATION
78.3,18.9,21.0,88.7,4.1,130.5,0,NO IRRIGATION
16.8,27.7,29.0,29.1,11.3,4.4,3,HIGH IRRIGATION
43.2,25.8,27.9,40.4,22.0,46.7,1,LOW IRRIGATION
48.4,23.8,25.0,46.9,4.3,216.4,1,LOW IRRIGATION
46.3,16.1,17.7,81.7,10.7,354.6,1,LOW IRRIGATION
39.2,42.6,39.1,20.4,17.2,132.3,2,MEDIUM IRRIGATION
50.7,31.0,33.0,41.2,10.1,258.0,1,LOW IRRIGATION
38.6,39.5,40.9,26.2,11.1,204.9,2,MEDIUM IRRIGATION
30.3,30.8,31.4,24.1,11.2,256.0,2,MEDIUM IRRIGATION
62.0,25.1,27.2,39.5,2.3,106.0,0,NO IRRIGATION
51.0,15.3,16.7,69.5,4.8,145.5,0,NO IRRIGATION
43.2,31.5,34.0,31.5,4.7,271.9,2,MEDIUM IRRIGATION
48.0,28.3,32.1,28.1,34.4,129.0,1,LOW IRRIGATION
35.6,15.9,17.7,74.4,4.2,84.5,1,LOW IRRIGATION
12.8,38.7,39.7,19.1,16.9,341.0,3,HIGH IRRIGATION
31.7,31.6,34.4,24.7,4.1,66.2,2,MEDIUM IRRIGATION
9.6,39.4,40.8,23.4,17.0,149.6,3,HIGH IRRIGATION
15.5,41.3,41.2,22.2,10.1,121.1,3,HIGH IRRIGATION
53.3,18.7,21.7,74.2,0.5,21.9,0,NO IRRIGATION
16.9,38.2,37.9,38.6,19.9,16.1,3,HIGH IRRIGATION
82.0,19.1,22.9,85.0,4.4,108.9,0,NO IRRIGATION
48.6,17.0,19.7,74.8,6.4,65.2,0,NO IRRIGATION
70.7,17.6,21.2,82.2,4.1,210.1,0,NO IRRIGATION
56.8,17.7,19.2,85.4,3.8,23.3,0,NO IRRIGATION
63.1,19.5,19.0,77.9,9.8,282.6,0,NO IRRIGATION
32.5,26.5,28.4,47.5,6.3,23.0,2,MEDIUM IRRIGATION
33.0,31.2,32.8,39.7,9.7,135.8,2,MEDIUM IRRIGATION
23.5,35.9,38.8,30.5,5.3,141.2,3,HIGH IRRIGATION
48.0,37.0,38.0,38.3,15.2,252.7,1,LOW IRRIGATION
74.6,21.5,22.0,63.7,8.1,196.2,0,NO IRRIGATION
46.7,33.1,35.7,48.4,12.1,8.0,1,LOW IRRIGATION
36.7,25.4,26.3,30.6,6.3,254.2,2,MEDIUM IRRIGATION
62.9,19.5,21.6,61.3,2.7,126.0,0,NO IRRIGATION
35.4,40.2,38.0,24.7,11.9,116.0,2,MEDIUM IRRIGATION
68.1,17.0,20.7,95.8,2.8,80.3,0,NO IRRIGATION
52.6,15.9,15.2,68.6,2.0,102.6,0,NO IRRIGATION
51.5,20.4,21.4,54.7,5.9,249.0,0,NO IRRIGATION
32.5,27.7,32.8,24.5,11.7,328.6,2,MEDIUM IRRIGATION
22.9,30.8,34.2,29.1,11.8,257.3,3,HIGH IRRIGATION
63.7,28.8,28.1,38.1,8.1,156.4,0,NO IRRIGATION
34.4,37.4,38.1,19.7,22.7,45.4,3,HIGH IRRIGATION
38.4,29.5,30.7,29.0,3.3,87.1,2,MEDIUM IRRIGATION
39.9,21.2,21.6,69.9,8.0,315.9,1,LOW IRRIGATION
25.1,27.2,28.7,41.6,7.0,51.2,2,MEDIUM IRRIGATION
42.9,18.2,18.4,62.7,9.1,279.7,1,LOW IRRIGATION
60.7,22.6,24.3,52.4,7.5,45.5,0,NO IRRIGATION
34.4,32.5,37.9,41.7,13.9,207.3,2,MEDIUM IRRIGATION
43.0,21.9,24.3,42.8,6.4,319.5,1,LOW IRRIGATION
28.5,31.3,32.6,37.3,12.1,105.3,2,MEDIUM IRRIGATION
56.6,15.3,16.3,65.4,3.2,197.3,0,NO IRRIGATION
37.2,33.0,34.8,32.3,6.8,172.6,2,MEDIUM IRRIGATION
61.0,20.4,23.3,41.9,9.3,203.3,0,NO IRRIGATION
47.6,25.6,25.1,56.1,2.7,315.2,1,LOW IRRIGATION
35.5,18.5,18.5,74.1,0.8,125.1,1,LOW IRRIGATION
77.1,20.1,22.8,77.3,8.2,15.2,0,NO IRRIGATION
65.7,20.9,21.8,86.3,2.0,119.7,0,NO IRRIGATION
61.5,23.0,24.9,87.0,1.4,5.6,0,NO IRRIGATION
18.4,28.3,32.7,30.0,13.4,286.8,3,HIGH IRRIGATION
51.1,29.1,31.4,39.0,8.1,325.4,1,LOW IRRIGATION
82.3,20.7,22.6,85.8,4.1,228.3,0,NO IRRIGATION
57.5,21.8,23.4,52.8,4.8,334.4,0,NO IRRIGATION
70.2,18.0,21.4,87.4,11.8,125.5,0,NO IRRIGATION
35.3,16.5,17.1,83.9,0.5,192.5,1,LOW IRRIGATION
44.6,34.5,35.1,36.1,14.8,83.6,2,MEDIUM IRRIGATION
25.0,21.6,23.7,55.8,2.1,352.2,2,MEDIUM IRRIGATION
40.1,27.0,27.0,41.0,20.9,127.0,1,LOW IRRIGATION
53.9,20.8,23.0,47.1,1.2,354.7,0,NO IRRIGATION
61.4,12.0,13.1,86.6,3.9,124.9,0,NO IRRIGATION
60.9,21.4,24.5,94.2,9.5,12.0,0,NO IRRIGATION
68.6,17.1,19.1,80.7,16.2,51.7,0,NO IRRIGATION
27.9,32.2,36.6,37.5,2.1,44.3,2,MEDIUM IRRIGATION
82.1,17.9,21.2,84.0,22.6,41.3,0,NO IRRIGATION
54.1,18.5,18.1,76.6,4.0,333.9,0,NO IRRIGATION
39.2,24.5,26.2,52.2,3.6,215.3,1,LOW IRRIGATION
53.3,12.4,13.4,84.4,1.7,50.2,0,NO IRRIGATION
20.1,29.9,32.4,43.9,11.3,196.5,3,HIGH IRRIGATION
31.3,23.9,25.3,55.3,5.9,120.9,2,MEDIUM IRRIGATION
82.5,21.0,22.4,93.7,1.8,41.6,0,NO IRRIGATION
49.7,20.7,24.6,51.4,3.6,8.0,0,NO IRRIGATION
34.7,33.4,33.8,18.3,4.5,205.8,2,MEDIUM IRRIGATION
19.3,35.4,35.5,28.0,16.7,354.7,3,HIGH IRRIGATION
59.1,23.2,25.0,44.4,18.8,57.5,0,NO IRRIGATION
41.3,12.9,15.1,76.3,0.5,12.0,1,LOW IRRIGATION
37.7,30.5,35.8,29.6,14.2,34.6,2,MEDIUM IRRIGATION
32.1,32.8,33.9,33.8,7.1,40.3,2,MEDIUM IRRIGATION
43.7,15.8,17.0,81.1,6.2,247.6,0,NO IRRIGATION
51.7,27.2,29.6,56.1,5.7,194.1,1,LOW IRRIGATION
39.1,36.0,38.6,36.2,2.0,22.9,2,MEDIUM IRRIGATION
51.7,16.7,17.9,95.4,2.0,183.3,0,NO IRRIGATION
47.3,21.4,21.8,45.5,11.1,26.9,1,LOW IRRIGATION
26.0,30.9,34.7,40.1,9.5,85.4,2,MEDIUM IRRIGATION
35.8,35.9,38.5,32.5,14.0,207.5,2,MEDIUM IRRIGATION
37.2,23.8,25.3,60.2,13.3,80.1,1,LOW IRRIGATION
45.5,30.2,34.4,40.4,4.0,271.5,2,MEDIUM IRRIGATION
84.4,24.1,26.9,96.3,4.9,261.9,0,NO IRRIGATION
57.1,19.6,22.8,55.8,9.7,92.6,0,NO IRRIGATION
23.9,33.1,34.6,24.5,24.0,122.2,3,HIGH IRRIGATION
35.2,33.2,35.2,41.1,6.2,124.9,2,MEDIUM IRRIGATION
57.7,25.7,27.1,50.7,5.6,39.1,0,NO IRRIGATION
46.7,23.6,24.5,58.3,5.5,104.8,1,LOW IRRIGATION
53.5,20.1,20.8,70.3,7.4,156.7,0,NO IRRIGATION
73.8,24.0,26.3,88.8,7.2,20.4,0,NO IRRIGATION
12.2,28.4,28.8,50.0,13.0,165.3,3,HIGH IRRIGATION
63.0,16.4,19.2,90.9,3.6,65.9,0,NO IRRIGATION
31.5,26.7,26.7,41.4,9.1,78.8,2,MEDIUM IRRIGATION
39.1,16.8,19.2,77.2,4.2,214.0,1,LOW IRRIGATION
36.9,30.7,33.6,19.8,12.0,154.5,2,MEDIUM IRRIGATION
20.8,37.0,39.0,39.6,9.2,307.0,3,HIGH IRRIGATION
8.8,36.3,34.0,27.6,25.0,293.3,3,HIGH IRRIGATION
25.3,26.3,29.7,32.1,2.0,14.1,2,MEDIUM IRRIGATION
30.1,26.5,29.3,28.4,12.2,240.7,2,MEDIUM IRRIGATION
35.3,20.7,22.6,53.0,3.2,169.3,1,LOW IRRIGATION
29.9,45.4,46.1,19.9,17.8,36.6,2,MEDIUM IRRIGATION
35.9,24.6,26.0,62.6,16.6,38.6,1,LOW IRRIGATION
44.6,12.0,12.3,70.3,2.9,355.1,1,LOW IRRIGATION
62.8,15.7,18.4,88.3,5.5,283.2,0,NO IRRIGATION
40.3,29.5,33.4,36.7,7.7,97.7,2,MEDIUM IRRIGATION
59.2,22.8,25.5,59.3,1.0,16.2,0,NO IRRIGATION
22.7,37.6,39.9,25.9,22.7,72.8,3,HIGH IRRIGATION
56.0,27.0,30.1,45.9,9.7,206.0,1,LOW IRRIGATION
35.6,20.9,23.0,57.3,4.6,190.0,1,LOW IRRIGATION
86.8,18.6,20.7,92.9,3.9,161.8,0,NO IRRIGATION
53.5,18.7,19.9,68.9,5.8,241.2,0,NO IRRIGATION
68.7,19.1,19.7,79.8,1.7,246.0,0,NO IRRIGATION
38.7,23.2,24.0,53.6,12.1,33.3,1,LOW IRRIGATION
30.3,28.5,31.4,34.9,26.2,66.5,2,MEDIUM IRRIGATION
37.0,34.6,39.1,21.3,5.8,277.1,2,MEDIUM IRRIGATION
68.5,18.6,19.8,77.9,7.4,203.2,0,NO IRRIGATION
29.2,27.1,30.4,30.5,16.9,240.6,3,HIGH IRRIGATION
57.2,23.2,25.0,52.6,3.9,40.4,0,NO IRRIGATION
10.3,43.1,42.0,24.5,14.0,115.5,3,HIGH IRRIGATION
81.8,19.7,20.6,89.8,2.8,270.8,0,NO IRRIGATION
59.7,21.8,24.7,77.9,9.3,347.0,0,NO IRRIGATION
58.0,22.1,26.2,53.0,9.0,278.0,0,NO IRRIGATION
43.9,15.4,17.3,94.3,2.3,231.7,0,NO IRRIGATION
69.4,16.5,18.3,90.1,4.6,204.6,0,NO IRRIGATION
35.7,33.8,36.4,26.6,9.8,240.2,2,MEDIUM IRRIGATION
81.4,18.3,20.7,89.9,3.1,296.0,0,NO IRRIGATION
13.9,25.8,26.0,34.8,17.9,284.3,3,HIGH IRRIGATION
30.9,28.6,29.5,36.6,2.5,122.0,2,MEDIUM IRRIGATION
49.1,13.6,15.6,87.3,1.4,320.6,0,NO IRRIGATION
33.8,38.1,38.7,18.5,9.1,314.6,2,MEDIUM IRRIGATION
36.0,38.2,38.7,17.7,17.8,12.9,2,MEDIUM IRRIGATION
43.7,22.9,25.0,54.4,1.7,14.3,1,LOW IRRIGATION
35.5,31.5,32.6,35.8,6.5,5.0,2,MEDIUM IRRIGATION
32.5,28.8,31.6,28.9,9.9,142.4,2,MEDIUM IRRIGATION
73.5,23.4,25.7,87.1,8.8,112.4,0,NO IRRIGATION
38.3,33.3,34.6,39.2,9.2,309.3,2,MEDIUM IRRIGATION
28.9,22.6,24.9,54.5,2.9,144.2,2,MEDIUM IRRIGATION
67.1,24.1,26.7,55.8,6.7,2.8,0,NO IRRIGATION
58.4,23.7,26.2,86.9,4.3,62.8,0,NO IRRIGATION
68.3,17.0,18.7,77.6,7.2,104.1,0,NO IRRIGATION
25.5,22.8,23.5,54.1,6.9,189.6,2,MEDIUM IRRIGATION
33.2,23.1,26.4,51.6,5.7,61.1,2,MEDIUM IRRIGATION
35.3,29.3,33.0,22.7,6.8,205.9,2,MEDIUM IRRIGATION
27.2,35.0,36.4,24.1,10.2,66.0,3,HIGH IRRIGATION
76.4,19.7,20.8,73.1,5.8,35.8,0,NO IRRIGATION
33.4,40.2,40.5,16.5,22.1,27.9,2,MEDIUM IRRIGATION
9.4,38.2,37.2,19.7,6.0,114.4,3,HIGH IRRIGATION
31.7,22.1,24.4,52.0,10.6,315.6,2,MEDIUM IRRIGATION
59.6,24.2,26.4,94.2,6.2,237.2,0,NO IRRIGATION
17.5,36.3,37.8,24.3,10.4,191.0,3,HIGH IRRIGATION
31.9,33.1,35.3,21.3,12.9,56.7,2,MEDIUM IRRIGATION
75.8,22.0,22.8,68.4,1.9,42.4,0,NO IRRIGATION
26.7,26.9,30.4,50.4,4.1,351.5,2,MEDIUM IRRIGATION
34.0,38.6,38.5,12.4,9.7,111.0,2,MEDIUM IRRIGATION
88.7,17.2,19.8,81.9,3.9,137.5,0,NO IRRIGATION
31.6,24.9,26.6,38.0,3.6,202.6,2,MEDIUM IRRIGATION
33.7,36.4,38.0,23.0,6.8,84.6,2,MEDIUM IRRIGATION
45.1,28.0,31.3,46.7,10.8,297.7,1,LOW IRRIGATION
36.8,19.5,19.2,81.5,3.0,13.5,1,LOW IRRIGATION
38.2,39.2,39.0,19.8,6.0,102.8,2,MEDIUM IRRIGATION
14.8,35.9,36.4,24.6,13.5,182.2,3,HIGH IRRIGATION
69.8,18.1,22.7,84.8,7.7,195.6,0,NO IRRIGATION
50.4,21.2,23.4,50.6,2.9,195.4,1,LOW IRRIGATION
11.6,37.8,36.8,26.8,17.8,279.9,3,HIGH IRRIGATION
56.5,22.8,26.6,53.3,22.0,22.2,1,LOW IRRIGATION
45.3,15.3,14.8,79.3,2.6,358.4,0,NO IRRIGATION
45.1,26.7,28.1,50.6,1.5,289.0,1,LOW IRRIGATION
52.0,23.0,22.4,42.7,6.0,162.1,0,NO IRRIGATION
71.5,18.7,19.0,86.5,10.2,287.0,0,NO IRRIGATION
42.3,18.9,20.8,45.6,3.0,348.2,1,LOW IRRIGATION
13.7,31.1,33.9,28.4,9.9,282.5,3,HIGH IRRIGATION
31.0,26.4,27.8,56.8,6.8,347.3,2,MEDIUM IRRIGATION
32.5,38.2,39.0,20.1,12.4,3.3,2,MEDIUM IRRIGATION
40.4,21.4,24.4,38.0,2.9,133.7,1,LOW IRRIGATION
38.4,30.0,32.0,55.6,9.3,354.8,2,MEDIUM IRRIGATION
46.5,24.4,26.2,30.5,7.6,345.4,1,LOW IRRIGATION
13.4,41.2,41.6,16.9,16.3,105.1,3,HIGH IRRIGATION
8.3,43.2,41.0,17.4,8.7,350.7,3,HIGH IRRIGATION
31.3,28.6,32.0,49.1,10.8,70.1,2,MEDIUM IRRIGATION
73.3,16.4,19.4,76.8,1.1,18.4,0,NO IRRIGATION
58.2,21.9,23.8,46.1,10.3,288.5,0,NO IRRIGATION
56.2,23.4,23.9,62.6,1.6,221.3,0,NO IRRIGATION
26.9,39.1,41.0,21.9,8.3,326.3,3,HIGH IRRIGATION
74.4,21.4,22.3,71.6,0.7,217.1,0,NO IRRIGATION
68.3,18.3,20.4,79.7,3.0,274.5,0,NO IRRIGATION
17.7,39.3,37.5,29.6,15.5,221.7,3,HIGH IRRIGATION
29.1,31.1,33.7,20.8,14.6,192.7,2,MEDIUM IRRIGATION
47.2,25.0,25.4,51.2,16.5,215.0,1,LOW IRRIGATION
35.9,15.4,16.3,81.2,1.1,186.8,1,LOW IRRIGATION
37.6,39.6,39.4,11.3,45.0,293.3,2,MEDIUM IRRIGATION
64.0,22.3,24.7,89.3,2.2,121.5,0,NO IRRIGATION
62.8,21.6,24.3,43.8,2.8,157.6,0,NO IRRIGATION
53.7,22.0,22.2,44.3,6.6,40.6,0,NO IRRIGATION
68.3,18.8,20.9,90.7,1.4,237.8,0,NO IRRIGATION
69.8,24.4,25.9,82.7,2.7,254.8,0,NO IRRIGATION
82.1,25.9,27.8,87.1,3.5,260.2,0,NO IRRIGATION
44.6,39.4,44.0,41.8,17.2,235.2,2,MEDIUM IRRIGATION
38.4,23.3,25.8,66.5,7.1,153.6,1,LOW IRRIGATION
28.8,19.3,21.8,43.4,8.8,72.3,2,MEDIUM IRRIGATION
63.9,19.5,18.7,70.6,1.1,207.4,0,NO IRRIGATION
30.2,45.7,46.1,15.2,10.0,52.8,2,MEDIUM IRRIGATION
50.8,30.4,30.9,40.0,6.2,351.4,1,LOW IRRIGATION
11.0,45.0,44.0,20.6,16.2,347.7,3,HIGH IRRIGATION
60.0,21.0,22.8,92.9,7.6,22.0,0,NO IRRIGATION
40.0,22.0,23.6,70.6,4.9,287.7,1,LOW IRRIGATION
52.4,19.4,21.8,75.0,5.0,176.0,0,NO IRRIGATION
47.7,31.4,33.0,34.7,8.6,263.3,1,LOW IRRIGATION
49.5,32.9,34.0,30.2,18.9,116.9,1,LOW IRRIGATION
37.7,38.4,37.4,24.3,23.8,315.7,2,MEDIUM IRRIGATION
26.6,24.0,24.5,63.0,2.7,17.7,2,MEDIUM IRRIGATION
36.3,26.6,26.0,41.3,26.4,41.7,2,MEDIUM IRRIGATION
51.1,23.2,23.9,39.4,5.8,146.4,0,NO IRRIGATION
34.7,40.6,40.4,15.4,13.6,158.2,2,MEDIUM IRRIGATION
42.7,22.3,24.7,43.4,14.6,180.2,1,LOW IRRIGATION
22.9,32.3,35.1,34.4,2.0,317.2,3,HIGH IRRIGATION
33.8,42.4,45.4,14.5,17.4,167.8,2,MEDIUM IRRIGATION
46.4,19.7,20.2,84.6,7.2,213.7,1,LOW IRRIGATION
32.2,22.9,25.1,52.9,1.0,278.5,2,MEDIUM IRRIGATION
32.3,27.4,29.3,57.9,1.0,69.3,2,MEDIUM IRRIGATION
50.7,18.0,19.0,45.8,5.1,284.3,0,NO IRRIGATION
54.3,24.4,28.9,45.9,1.0,85.1,0,NO IRRIGATION
46.8,18.4,20.3,41.7,12.0,279.2,1,LOW IRRIGATION
28.7,24.7,25.6,50.1,2.7,185.3,2,MEDIUM IRRIGATION
53.3,29.8,30.8,48.7,9.9,38.1,1,LOW IRRIGATION
29.5,43.4,44.1,13.1,8.0,282.3,3,HIGH IRRIGATION
27.5,22.0,27.1,42.8,4.2,46.8,2,MEDIUM IRRIGATION
36.9,30.0,29.8,41.1,5.9,133.9,2,MEDIUM IRRIGATION
35.1,33.4,35.9,18.2,10.5,174.4,2,MEDIUM IRRIGATION
53.0,26.1,27.7,58.8,7.4,177.1,0,NO IRRIGATION
21.9,23.5,27.5,24.2,9.1,86.5,3,HIGH IRRIGATION
17.7,29.1,33.7,18.5,3.5,54.8,3,HIGH IRRIGATION
49.1,29.0,32.0,64.3,15.3,106.3,1,LOW IRRIGATION
46.3,25.0,28.3,39.9,2.3,190.4,1,LOW IRRIGATION
36.3,36.2,40.5,28.1,9.7,118.0,2,MEDIUM IRRIGATION
37.5,31.2,33.6,22.8,6.0,122.9,2,MEDIUM IRRIGATION
41.9,20.8,22.5,46.2,6.1,242.9,1,LOW IRRIGATION
29.2,38.0,35.5,15.4,15.9,276.9,3,HIGH IRRIGATION
45.1,33.7,39.1,38.1,13.2,280.7,1,LOW IRRIGATION
26.2,42.7,41.6,20.1,14.2,80.0,3,HIGH IRRIGATION
68.0,24.8,26.9,50.5,5.1,88.7,0,NO IRRIGATION
61.6,12.0,14.5,79.5,1.9,169.6,0,NO IRRIGATION
72.3,18.5,17.7,73.8,4.5,328.0,0,NO IRRIGATION
29.8,32.5,31.6,32.9,4.5,86.7,2,MEDIUM IRRIGATION
33.0,21.0,21.6,52.6,1.0,34.0,1,LOW IRRIGATION
41.1,31.1,33.0,42.1,7.5,115.9,1,LOW IRRIGATION
45.8,38.7,42.6,36.6,10.8,267.6,2,MEDIUM IRRIGATION
37.1,37.2,36.7,8.0,13.8,103.3,2,MEDIUM IRRIGATION
32.3,32.3,37.1,41.9,10.8,19.2,2,MEDIUM IRRIGATION
27.4,34.7,37.3,27.7,4.5,231.1,2,MEDIUM IRRIGATION
67.4,27.9,28.2,51.0,8.4,210.7,0,NO IRRIGATION
22.5,37.8,37.9,29.6,10.3,322.0,3,HIGH IRRIGATION
17.7,31.6,33.0,33.7,2.5,118.0,3,HIGH IRRIGATION
65.2,14.6,16.0,73.2,3.0,279.5,0,NO IRRIGATION
54.4,25.1,27.2,49.6,17.5,299.0,0,NO IRRIGATION
55.3,13.3,15.2,75.1,1.7,191.4,0,NO IRRIGATION
46.9,29.5,34.5,43.3,4.0,141.4,1,LOW IRRIGATION
51.4,34.1,37.6,24.4,7.1,45.4,1,LOW IRRIGATION
60.7,16.2,16.3,80.0,9.7,243.0,0,NO IRRIGATION
61.2,21.5,20.9,53.2,3.5,121.0,0,NO IRRIGATION
72.9,12.9,11.6,75.5,5.0,340.9,0,NO IRRIGATION
32.1,42.4,42.1,20.5,11.1,159.8,2,MEDIUM IRRIGATION
13.0,33.7,33.7,39.9,22.8,54.3,3,HIGH IRRIGATION
10.6,38.3,38.7,21.9,16.2,75.8,3,HIGH IRRIGATION
29.7,39.7,41.0,28.5,6.8,349.8,2,MEDIUM IRRIGATION
25.9,32.1,34.0,9.5,15.4,23.4,3,HIGH IRRIGATION
16.2,43.9,43.2,17.8,22.7,313.1,3,HIGH IRRIGATION
42.4,19.3,22.5,41.7,7.5,156.7,1,LOW IRRIGATION
50.8,36.3,40.2,15.5,8.9,266.3,1,LOW IRRIGATION
60.0,20.3,21.2,75.8,6.4,140.1,0,NO IRRIGATION
58.7,28.0,31.0,90.3,10.0,326.1,0,NO IRRIGATION
71.7,23.7,27.2,93.6,6.7,10.7,0,NO IRRIGATION
24.6,33.1,34.1,33.9,8.5,146.4,2,MEDIUM IRRIGATION
13.9,33.7,38.2,35.7,13.0,292.0,3,HIGH IRRIGATION
21.1,39.0,40.1,28.7,15.4,26.0,3,HIGH IRRIGATION
46.0,24.2,26.6,47.6,1.1,159.0,1,LOW IRRIGATION
31.6,35.7,36.1,20.5,25.0,231.8,3,HIGH IRRIGATION
78.0,16.9,19.9,90.2,8.4,37.8,0,NO IRRIGATION
42.8,23.7,26.3,56.1,12.0,88.0,1,LOW IRRIGATION
43.1,25.5,28.9,44.3,7.5,34.2,1,LOW IRRIGATION
36.1,13.2,15.1,69.3,0.6,307.8,1,LOW IRRIGATION
65.3,20.3,22.9,76.6,10.3,84.5,0,NO IRRIGATION
39.5,18.0,19.0,52.9,2.1,268.4,1,LOW IRRIGATION
26.9,23.3,25.2,50.6,4.4,240.1,2,MEDIUM IRRIGATION
88.5,21.2,22.5,85.9,28.0,324.6,0,NO IRRIGATION
10.3,34.4,34.0,28.4,13.3,312.4,3,HIGH IRRIGATION
68.5,19.3,23.5,80.2,23.0,119.2,0,NO IRRIGATION
53.1,23.8,24.1,38.0,2.1,149.3,1,LOW IRRIGATION
17.9,28.8,30.1,37.5,16.7,222.9,3,HIGH IRRIGATION
37.7,14.4,15.1,80.4,7.4,172.9,1,LOW IRRIGATION
25.6,29.8,31.9,43.9,17.3,347.7,2,MEDIUM IRRIGATION
72.2,19.9,22.9,87.5,7.5,149.8,0,NO IRRIGATION
52.5,25.4,28.1,52.3,14.1,248.0,1,LOW IRRIGATION
43.4,15.5,16.6,78.3,7.2,37.7,1,LOW IRRIGATION
41.6,14.2,15.5,83.7,7.0,262.4,1,LOW IRRIGATION
34.8,42.1,46.6,25.5,15.3,318.1,2,MEDIUM IRRIGATION
32.0,26.9,29.2,66.3,4.5,176.6,2,MEDIUM IRRIGATION
14.3,27.9,32.9,29.9,5.3,308.4,3,HIGH IRRIGATION
13.2,25.9,26.0,40.0,2.1,35.0,3,HIGH IRRIGATION
37.6,31.4,34.9,30.9,9.2,184.0,2,MEDIUM IRRIGATION
59.8,18.3,18.9,80.4,0.9,133.5,0,NO IRRIGATION
54.7,24.1,27.4,51.7,9.9,114.1,1,LOW IRRIGATION
39.1,40.6,39.8,11.8,12.4,179.5,2,MEDIUM IRRIGATION
43.1,30.3,32.8,34.1,8.9,218.1,1,LOW IRRIGATION
76.1,22.3,25.1,82.1,2.9,336.6,0,NO IRRIGATION
71.1,25.3,25.7,84.5,4.2,32.7,0,NO IRRIGATION
42.7,22.6,25.0,49.3,11.7,43.6,1,LOW IRRIGATION
